%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_east,field.utm_north,field.latitude_std,field.longitude_std,field.altitude_std,field.north_velocity,field.east_velocity,field.up_velocity,field.north_velocity_std,field.east_velocity_std,field.up_velocity_std,field.roll,field.pitch,field.yaw,field.x,field.y,field.z,field.w,field.roll_std,field.pitch_std,field.yaw_std,field.roll_rate,field.pitch_rate,field.yaw_rate,field.ax,field.ay,field.az,field.init_position,field.init_velocity,field.init_pitchroll,field.init_yaw,field.gps_status,field.gps_satellitenum,field.wheelspeed_status,field.temperature
1561680566847399187,102858,1561680566847142228,gps,38.9795441,117.7863496,4.67100000381,568111.443714,4314800.59528,0.0804596096277,0.071361258626,0.0590128563344,1.12915039062,-1.32751464844,0.0030517578125,0.0354369617999,0.036516174674,0.029896914959,-0.362548828125,0.977783203125,-49.8559570312,0.000727340397109,0.00907114680096,-0.421436754607,0.906812134424,0.105399221182,0.105399221182,0.516851305962,0.274658203125,0.5126953125,-0.146484375,-0.0172119140625,0.0172119140625,1.00341796875,1,1,1,1,34,16,1,46.0510253906
1561680566867045374,102859,1561680566866881436,gps,38.9795443,117.7863493,4.67100000381,568111.417537,4314800.61725,0.0804596096277,0.071361258626,0.0590128563344,1.123046875,-1.32751464844,0.0213623046875,0.0354369617999,0.036516174674,0.029896914959,-0.3515625,0.977783203125,-49.8559570312,0.00081427991816,0.00903074201653,-0.421437622355,0.906812060523,0.105399221182,0.105399221182,0.516851305962,0.567626953125,0.228881835938,-0.100708007812,0.000732421875,0.0205078125,0.986206054688,1,1,1,1,34,16,1,46.0510253906
1561680566888185463,102860,1561680566888002728,gps,38.9795445,117.786349,4.67199993134,568111.39136,4314800.63922,0.0804596096277,0.071361258626,0.0590128563344,1.12609863281,-1.33361816406,0.018310546875,0.0354369617999,0.036516174674,0.029896914959,-0.340576171875,0.977783203125,-49.8669433594,0.000902081365361,0.00899025070444,-0.421525423802,0.906771569211,0.105399221182,0.105399221182,0.516851305962,0.411987304688,0.411987304688,0.0,0.0091552734375,0.0,1.00012207031,1,1,1,1,34,16,1,46.0510253906
1561680566906907888,102861,1561680566906737895,gps,38.9795447,117.7863487,4.67199993134,568111.365182,4314800.66119,0.0804596096277,0.071361258626,0.0590128563344,1.11999511719,-1.33972167969,0.030517578125,0.0354369617999,0.036516174674,0.029896914959,-0.340576171875,0.977783203125,-49.8669433594,0.000902081365361,0.00899025070444,-0.421525423802,0.906771569211,0.105399221182,0.105399221182,0.516851305962,0.558471679688,0.25634765625,0.0274658203125,0.003662109375,-0.01904296875,0.999389648438,1,1,1,1,34,16,1,46.0510253906
1561680566926431154,102862,1561680566926246127,gps,38.9795449,117.7863484,4.67299985886,568111.339005,4314800.68316,0.0804596096277,0.071361258626,0.0590128563344,1.11389160156,-1.33666992188,0.0457763671875,0.0354369617999,0.036516174674,0.029896914959,-0.32958984375,0.977783203125,-49.8559570312,0.000988158937008,0.00894993219901,-0.421439346231,0.906811887717,0.105399221182,0.105399221182,0.516851305962,0.457763671875,-0.155639648438,0.137329101562,0.0032958984375,-0.0135498046875,1.0166015625,1,1,1,1,34,16,1,46.0510253906
1561680566947512081,102863,1561680566947353167,gps,38.9795451,117.7863481,4.67299985886,568111.312828,4314800.70513,0.0804596096277,0.071361258626,0.0590128563344,1.11389160156,-1.33666992188,0.0457763671875,0.0354369617999,0.036516174674,0.029896914959,-0.318603515625,0.977783203125,-49.8559570312,0.00107509843321,0.00890952716667,-0.421440202358,0.906811788811,0.105399221182,0.105399221182,0.516851305962,0.6591796875,-0.18310546875,0.0,-0.0025634765625,0.00732421875,0.997924804688,1,1,1,1,34,16,1,46.0510253906
1561680566966645829,102864,1561680566966492733,gps,38.9795453,117.7863477,4.67299985886,568111.277989,4314800.72703,0.0804596096277,0.071361258626,0.0590128563344,1.11389160156,-1.318359375,0.0335693359375,0.0354369617999,0.036516174674,0.029896914959,-0.3076171875,0.966796875,-49.8779296875,0.0011233127184,0.00878196915079,-0.421615502186,0.906731483684,0.105399221182,0.105399221182,0.516851305962,0.485229492188,-0.155639648438,-0.164794921875,-0.0106201171875,0.0172119140625,0.994262695312,1,1,1,1,34,16,1,46.0510253906
1561680566987417121,102865,1561680566987266071,gps,38.9795455,117.7863474,4.67399978638,568111.251812,4314800.749,0.0862935855985,0.0765355527401,0.0596059449017,1.12915039062,-1.318359375,0.0244140625,0.0354369617999,0.036516174674,0.029896914959,-0.296630859375,0.966796875,-49.8779296875,0.00121024450533,0.00874154723048,-0.421616342209,0.90673137182,0.105399221182,0.105399221182,0.516851305962,0.393676757812,0.018310546875,-0.3662109375,-0.0135498046875,0.0172119140625,0.990600585938,1,1,1,1,34,16,1,46.0510253906
1561680567006540054,102866,1561680567006352210,gps,38.9795457,117.7863471,4.67399978638,568111.225635,4314800.77097,0.0862935855985,0.0765355527401,0.0596059449017,1.13830566406,-1.32446289062,0.01220703125,0.031745634973,0.0327124334872,0.025991126895,-0.296630859375,0.966796875,-49.8889160156,0.00121108258511,0.00874143115957,-0.421703272052,0.906690945692,0.105399221182,0.105399221182,0.516851305962,0.283813476562,0.302124023438,-0.448608398438,-0.02197265625,0.005859375,0.97998046875,1,1,1,1,34,16,1,46.0510253906
1561680567027116247,102867,1561680567026964102,gps,38.9795459,117.7863468,4.67399978638,568111.199458,4314800.79294,0.0862935855985,0.0765355527401,0.0596059449017,1.13220214844,-1.32751464844,0.0244140625,0.031745634973,0.0327124334872,0.025991126895,-0.296630859375,0.977783203125,-49.8889160156,0.00125151667135,0.00882835725886,-0.421702703965,0.906690312777,0.104350484908,0.104350484908,0.501576066017,-0.100708007812,0.0823974609375,-0.228881835938,-0.0069580078125,-0.002197265625,0.989135742188,1,1,1,1,34,16,1,46.0510253906
