%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_east,field.utm_north,field.latitude_std,field.longitude_std,field.altitude_std,field.north_velocity,field.east_velocity,field.up_velocity,field.north_velocity_std,field.east_velocity_std,field.up_velocity_std,field.roll,field.pitch,field.yaw,field.x,field.y,field.z,field.w,field.roll_std,field.pitch_std,field.yaw_std,field.roll_rate,field.pitch_rate,field.yaw_rate,field.ax,field.ay,field.az,field.init_position,field.init_velocity,field.init_pitchroll,field.init_yaw,field.gps_status,field.gps_satellitenum,field.wheelspeed_status,field.temperature
1561680830713363899,116051,1561680830713204805,gps,38.9794503,117.7866647,4.75500011444,568138.82708,4314790.42171,0.0395574979484,0.0415856540203,0.0566989332438,2.81066894531,-3.78112792969,0.018310546875,0.0354369617999,0.0376282595098,0.0320646837354,-1.02172851562,0.17578125,-53.5144042969,-0.00727082920385,0.00538380987937,-0.450180047966,0.892891972216,0.168638154864,0.179066136479,0.212247982621,-0.457763671875,-0.03662109375,2.25219726562,-0.019775390625,0.05712890625,1.01550292969,1,1,1,1,50,13,1,46.0021972656
1561680830734038088,116052,1561680830733827111,gps,38.9794508,117.7866638,4.75500011444,568138.748644,4314790.47653,0.0395574979484,0.0415856540203,0.0566989332438,2.81066894531,-3.79028320312,0.018310546875,0.0354369617999,0.0376282595098,0.0320646837354,-1.03271484375,0.17578125,-53.4704589844,-0.00735851479205,0.00542414876996,-0.449837077122,0.893063847055,0.168638154864,0.179066136479,0.212247982621,0.018310546875,-0.100708007812,2.26135253906,-0.0010986328125,0.0494384765625,0.97998046875,1,1,1,1,50,13,1,46.0021972656
1561680830753984215,116053,1561680830753712934,gps,38.9794513,117.7866629,4.75600004196,568138.670208,4314790.53134,0.0395574979484,0.0415856540203,0.0566989332438,2.81066894531,-3.79638671875,0.006103515625,0.0354369617999,0.0376282595098,0.0320646837354,-1.03271484375,0.17578125,-53.4375,-0.00736007458891,0.00542203207932,-0.449580194247,0.893193192882,0.168638154864,0.179066136479,0.212247982621,0.375366210938,0.10986328125,2.25219726562,0.0120849609375,0.073974609375,0.961303710938,1,1,1,1,50,13,1,46.0021972656
1561680830773513834,116054,1561680830773324072,gps,38.9794518,117.786662,4.75600004196,568138.591772,4314790.58615,0.0395574979484,0.0415856540203,0.0566989332438,2.81677246094,-3.79028320312,0.0091552734375,0.0354369617999,0.0376282595098,0.0320646837354,-1.02172851562,0.186767578125,-53.3935546875,-0.00723343044491,0.00546178819717,-0.44923731156,0.893366489329,0.168638154864,0.179066136479,0.212247982621,0.29296875,-0.03662109375,2.38952636719,0.010986328125,0.0684814453125,0.962768554688,1,1,1,1,50,13,1,46.0021972656
1561680830794323888,116055,1561680830794182652,gps,38.9794523,117.7866611,4.75699996948,568138.513336,4314790.64097,0.0395574979484,0.0415856540203,0.0566989332438,2.8076171875,-3.78723144531,0.0213623046875,0.0354369617999,0.0376282595098,0.0320646837354,-1.0107421875,0.17578125,-53.349609375,-0.00719289721737,0.00533031074291,-0.448896021804,0.893539149465,0.168638154864,0.179066136479,0.212247982621,0.732421875,-0.302124023438,2.45361328125,-0.00732421875,0.0380859375,1.00341796875,1,1,1,1,50,13,1,46.0021972656
1561680830814051433,116056,1561680830813887736,gps,38.9794528,117.7866602,4.75699996948,568138.4349,4314790.69578,0.0395574979484,0.0415856540203,0.0566989332438,2.80456542969,-3.79028320312,0.018310546875,0.0354369617999,0.0376282595098,0.0320646837354,-0.999755859375,0.17578125,-53.2946777344,-0.00710976392963,0.00528386575824,-0.448468143923,0.893754919374,0.168638154864,0.179066136479,0.212247982621,0.98876953125,-0.247192382812,2.5634765625,-0.0069580078125,0.0260009765625,1.01403808594,1,1,1,1,50,13,1,46.0021972656
1561680830834392389,116057,1561680830834261285,gps,38.9794533,117.7866593,4.75699996948,568138.356464,4314790.75059,0.0395574979484,0.0415856540203,0.0566989332438,2.80456542969,-3.80249023438,0.0244140625,0.0354369617999,0.0376282595098,0.0320646837354,-0.977783203125,0.164794921875,-53.2397460938,-0.0069838369143,0.00510883901729,-0.44804145347,0.89397090655,0.168638154864,0.179066136479,0.212247982621,1.08032226562,-0.393676757812,2.84729003906,0.021240234375,0.0377197265625,0.969360351562,1,1,1,1,50,13,1,46.0021972656
1561680830853827294,116058,1561680830853642062,gps,38.9794538,117.7866585,4.757999897,568138.28669,4314790.80548,0.0395574979484,0.0415856540203,0.0566989332438,2.81677246094,-3.80554199219,0.0091552734375,0.0354369617999,0.0376282595098,0.0320646837354,-0.94482421875,0.164794921875,-53.1848144531,-0.00672909793874,0.00497674734968,-0.447614310005,0.894187553428,0.168638154864,0.179066136479,0.212247982621,1.19018554688,-0.201416015625,2.82897949219,0.0,0.024169921875,1.00598144531,1,1,1,1,50,13,1,46.0021972656
1561680830873745155,116059,1561680830873606883,gps,38.9794543,117.7866576,4.757999897,568138.208254,4314790.86029,0.0395574979484,0.0415856540203,0.0566989332438,2.83203125,-3.79028320312,0.0152587890625,0.0354369617999,0.0376282595098,0.0320646837354,-0.9228515625,0.15380859375,-53.1298828125,-0.00660285873155,0.00480202532745,-0.447187308433,0.894403071319,0.168638154864,0.179066136479,0.212247982621,1.47399902344,-0.283813476562,2.45361328125,-0.003662109375,0.0384521484375,1.00671386719,1,1,1,1,50,13,1,46.0021972656
1561680830893796950,116060,1561680830893671254,gps,38.9794548,117.7866567,4.757999897,568138.129818,4314790.91511,0.0395574979484,0.0415856540203,0.0566989332438,2.84118652344,-3.78723144531,0.0152587890625,0.0354369617999,0.0376282595098,0.0320646837354,-0.90087890625,0.15380859375,-53.0749511719,-0.0064336190687,0.00471319461137,-0.446759419923,0.894618586355,0.168638154864,0.179066136479,0.212247982621,1.07116699219,-0.29296875,2.63671875,-0.018310546875,0.0439453125,1.01293945312,1,1,1,1,50,13,1,46.0021972656
1561680830914358370,116061,1561680830914172480,gps,38.9794553,117.7866558,4.757999897,568138.051383,4314790.96992,0.0395574979484,0.0415856540203,0.0566989332438,2.85339355469,-3.79333496094,0.0030517578125,0.0354369617999,0.0376282595098,0.0320646837354,-0.87890625,0.15380859375,-53.0310058594,-0.00626385216079,0.00462512766232,-0.446417200213,0.894791068186,0.168638154864,0.179066136479,0.212247982621,0.84228515625,0.0,2.72827148438,-0.01318359375,0.0380859375,0.988403320312,1,1,1,1,50,13,1,46.0021972656
1561680830933554531,116062,1561680830933348996,gps,38.9794558,117.786655,4.757999897,568137.981609,4314791.02481,0.0395574979484,0.0415856540203,0.0566989332438,2.8564453125,-3.79638671875,-0.006103515625,0.0354369617999,0.0376282595098,0.0320646837354,-0.867919921875,0.15380859375,-52.9760742188,-0.00618026102891,0.00457936582884,-0.445988654932,0.895005560572,0.168638154864,0.179066136479,0.212247982621,0.714111328125,0.283813476562,2.84729003906,-0.01318359375,0.032958984375,1.00451660156,1,1,1,1,50,13,1,46.0021972656
1561680830954633651,116063,1561680830954472444,gps,38.9794563,117.786654,4.75899982452,568137.894511,4314791.07955,0.0395574979484,0.0415856540203,0.0566989332438,2.86254882812,-3.79028320312,-0.0030517578125,0.0354369617999,0.0376282595098,0.0320646837354,-0.85693359375,0.15380859375,-52.9321289062,-0.00609619273607,0.00453426965394,-0.445645828577,0.89517711784,0.168638154864,0.179066136479,0.212247982621,0.247192382812,0.247192382812,2.9296875,-0.0018310546875,0.0069580078125,0.977416992188,1,1,1,1,50,13,1,46.0021972656
1561680830974388323,116064,1561680830974278989,gps,38.9794568,117.7866531,4.75899982452,568137.816075,4314791.13436,0.0395574979484,0.0415856540203,0.0566989332438,2.8564453125,-3.79638671875,0.0030517578125,0.0354369617999,0.0376282595098,0.0320646837354,-0.85693359375,0.164794921875,-52.8662109375,-0.00605612189989,0.00461660983004,-0.445130109358,0.895433524079,0.168638154864,0.179066136479,0.212247982621,0.119018554688,0.18310546875,3.10363769531,-0.006591796875,-0.0084228515625,1.02612304688,1,1,1,1,50,13,1,46.0021972656
1561680830994507316,116065,1561680830994254670,gps,38.9794573,117.7866523,4.75899982452,568137.746301,4314791.18925,0.0395574979484,0.0415856540203,0.0566989332438,2.86560058594,-3.79333496094,0.01220703125,0.0354369617999,0.0376282595098,0.0320646837354,-0.85693359375,0.17578125,-52.8112792969,-0.00601569723217,0.00469957430599,-0.44470010965,0.895646994002,0.168638154864,0.179066136479,0.212247982621,0.146484375,0.146484375,2.92053222656,-0.0098876953125,0.04248046875,1.00085449219,1,1,1,1,50,13,1,46.0021972656
1561680831013888025,116066,1561680831013722527,gps,38.9794578,117.7866514,4.76000022888,568137.667865,4314791.24406,0.0395574979484,0.0415856540203,0.0566989332438,2.89611816406,-3.77502441406,0.006103515625,0.0354369617999,0.0376282595098,0.0320646837354,-0.85693359375,0.17578125,-52.7563476562,-0.00601794937111,0.00469669002739,-0.444270713171,0.895860066532,0.168638154864,0.179066136479,0.212247982621,0.155639648438,0.347900390625,2.37121582031,0.0084228515625,0.069580078125,1.00415039062,1,1,1,1,50,13,1,46.0021972656
1561680831034494758,116067,1561680831034282652,gps,38.9794584,117.7866505,4.76000022888,568137.589333,4314791.30997,0.0395574979484,0.0415856540203,0.0566989332438,2.89916992188,-3.759765625,0.030517578125,0.0354369617999,0.0376282595098,0.0320646837354,-0.85693359375,0.17578125,-52.7124023438,-0.00601975008661,0.0046943818274,-0.443927122478,0.896030376336,0.168638154864,0.179066136479,0.212247982621,-0.0274658203125,-0.137329101562,2.2705078125,0.049072265625,0.05712890625,0.987670898438,1,1,1,1,50,13,1,46.0021972656
1561680831054051879,116068,1561680831053870878,gps,38.9794589,117.7866496,4.76000022888,568137.510897,4314791.36478,0.0395574979484,0.0415856540203,0.0566989332438,2.91137695312,-3.76586914062,0.0335693359375,0.0354369617999,0.0376282595098,0.0320646837354,-0.85693359375,0.17578125,-52.6574707031,-0.00602199973598,0.00469149560658,-0.443497542306,0.896243078275,0.168638154864,0.179066136479,0.212247982621,0.0091552734375,-0.29296875,2.06909179688,0.0234375,0.0369873046875,1.02648925781,1,1,1,1,50,13,1,46.0021972656
